timestamp,title,asin,consumptionDurationMs,terminationReason,deviceType,musicTerritory,isShufflePlay,titleSetAsin,trackLengthMs,artistAsin,selectionSourceArtistAsin
2020-12-03 12:39:20 UTC,Tous les garçons et les filles (Remastered),B00MQW2MIS,12000,lyricsScrub,A2825NDLA7WDZV,BR,true,B077W6M893,186000,B000SZI05E,
2020-12-03 12:39:20 UTC,J'ai Deux Amours,B073LTLXTN,143000,userStop,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-12-03 12:36:23 UTC,J'ai Deux Amours,B073LTLXTN,3000,userStop,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-12-03 12:36:23 UTC,J'ai Deux Amours,B073LTLXTN,12000,userStop,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-12-03 12:36:23 UTC,J'ai Deux Amours,B073LTLXTN,1000,lyricsScrub,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-12-03 12:36:23 UTC,J'ai Deux Amours,B073LTLXTN,1000,lyricsScrub,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-12-03 12:36:23 UTC,J'ai Deux Amours,B073LTLXTN,10000,lyricsScrub,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-12-03 12:36:23 UTC,J'ai Deux Amours,B073LTLXTN,0,lyricsScrub,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-12-03 12:36:23 UTC,J'ai Deux Amours,B073LTLXTN,5000,lyricsScrub,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-12-03 12:34:56 UTC,Afraid [Explicit],B00CBXKFCW,0,userStop,A2825NDLA7WDZV,BR,false,B01N40JC5T,251000,B00G9FR1C0,
2020-12-03 12:34:56 UTC,Only Ones Who Know,B073MZPBK6,7000,userNext,A2825NDLA7WDZV,BR,false,B01MSQT1CX,184000,B00122BV7Q,
2020-12-02 11:04:17 UTC,Afraid [Explicit],B00CBXKFCW,0,userStop,A2825NDLA7WDZV,BR,false,B01N40JC5T,251000,B00G9FR1C0,
2020-12-02 11:04:17 UTC,Only Ones Who Know,B073MZPBK6,7000,userNext,A2825NDLA7WDZV,BR,false,B01MSQT1CX,184000,B00122BV7Q,
2020-12-02 11:03:48 UTC,Jardin d'hiver,B072FQ3G9H,137000,userNext,A2825NDLA7WDZV,BR,true,B01LW8D02H,178000,B000SXBKJE,
2020-12-01 17:15:45 UTC,J'ai Deux Amours,B073LTLXTN,173000,trackFinished,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-12-01 17:12:45 UTC,Vous Qui Passez Sans Me Voir,B002LFEEF4,165000,userNext,A2825NDLA7WDZV,BR,true,B01LY4MERS,184000,B002LBY3MM,
2020-12-01 17:12:45 UTC,Ces petites choses,B002XHOW4S,1000,userNext,A2825NDLA7WDZV,BR,true,B08BFD4Q6K,192000,B000QJIA3O,
2020-12-01 17:09:45 UTC,La Vie en rose,B073NF6PJY,173000,userNext,A2825NDLA7WDZV,BR,true,B077WC9MLD,187000,B0011Y8EZW,
2020-12-01 17:06:46 UTC,Tous les garçons et les filles (Remastered),B00MQW2MIS,186000,userNext,A2825NDLA7WDZV,BR,true,B077W6M893,186000,B000SZI05E,
2020-12-01 17:03:46 UTC,Le plus beau du quartier,B073QKNYG9,212000,trackFinished,A2825NDLA7WDZV,BR,true,B01LLWF2XU,212000,B000X6MBMG,
2020-12-01 16:59:59 UTC,Le plus beau du quartier,B073QKNYG9,2000,trackScrub,A2825NDLA7WDZV,BR,true,B01LLWF2XU,212000,B000X6MBMG,
2020-12-01 16:58:47 UTC,Le plus beau du quartier,B073QKNYG9,12000,userNext,A2825NDLA7WDZV,BR,true,B01LLWF2XU,212000,B000X6MBMG,
2020-12-01 16:58:47 UTC,La belle vie,B00QTCVZ1G,44000,trackFinished,A2825NDLA7WDZV,BR,true,B08BXCSDNN,123000,B000QJTQ0U,
2020-11-30 23:40:02 UTC,La belle vie,B00QTCVZ1G,78000,userStop,A2825NDLA7WDZV,BR,true,B08BXCSDNN,123000,B000QJTQ0U,
2020-11-30 23:39:22 UTC,Je sers,B07DP3PDHT,2000,userNext,A2825NDLA7WDZV,BR,true,B07F5DSRKD,199000,B019F1UR5M,
2020-11-30 23:39:22 UTC,Quelqu'un m'a dit,B073QJJBTL,74000,trackFinished,A2825NDLA7WDZV,BR,true,B0846WSY4Q,168000,B000X6MBMG,
2020-11-30 23:37:22 UTC,Quelqu'un m'a dit,B073QJJBTL,5000,userStop,A2825NDLA7WDZV,BR,true,B0846WSY4Q,168000,B000X6MBMG,
2020-11-30 23:36:12 UTC,Quelqu'un m'a dit,B073QJJBTL,13000,userStop,A2825NDLA7WDZV,BR,true,B0846WSY4Q,168000,B000X6MBMG,
2020-11-30 23:36:12 UTC,Quelqu'un m'a dit,B073QJJBTL,9000,lyricsScrub,A2825NDLA7WDZV,BR,true,B0846WSY4Q,168000,B000X6MBMG,
2020-11-30 23:36:12 UTC,Quelqu'un m'a dit,B073QJJBTL,16000,lyricsScrub,A2825NDLA7WDZV,BR,true,B0846WSY4Q,168000,B000X6MBMG,
2020-11-30 23:36:12 UTC,Quelqu'un m'a dit,B073QJJBTL,66000,lyricsScrub,A2825NDLA7WDZV,BR,true,B0846WSY4Q,168000,B000X6MBMG,
2020-11-30 23:35:12 UTC,Quelqu'un m'a dit,B073QJJBTL,11000,userStop,A2825NDLA7WDZV,BR,true,B0846WSY4Q,168000,B000X6MBMG,
2020-11-30 23:35:12 UTC,Jardin d'hiver,B072FQ3G9H,139000,userNext,A2825NDLA7WDZV,BR,true,B01LW8D02H,178000,B000SXBKJE,
2020-11-30 23:31:50 UTC,J'ai Deux Amours,B073LTLXTN,174000,trackFinished,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-11-30 00:43:21 UTC,The View From The Afternoon,B073MRQRD7,195000,userNext,A2825NDLA7WDZV,BR,true,B01LLVL7H6,222000,B00122BV7Q,
2020-11-30 00:40:00 UTC,No Buses,B00K37J100,47000,trackFinished,A2825NDLA7WDZV,BR,true,B07FLKB76M,197000,B00122BV7Q,
2020-11-30 00:39:00 UTC,No Buses,B00K37J100,0,systemStop,A2825NDLA7WDZV,BR,true,B07FLKB76M,197000,B00122BV7Q,
2020-11-30 00:31:31 UTC,No Buses,B00K37J100,149000,userStop,A2825NDLA7WDZV,BR,true,B07FLKB76M,197000,B00122BV7Q,
2020-11-30 00:29:31 UTC,Crying Lightning,B073N1YC8F,224000,trackFinished,A2825NDLA7WDZV,BR,true,B01LVZU2B1,224000,B00122BV7Q,
2020-11-30 00:25:31 UTC,Star Treatment,B07CBJFG4K,2000,userNext,A2825NDLA7WDZV,BR,true,B07F8JXP3Y,354000,B00122BV7Q,
2020-11-30 00:25:31 UTC,Do I Wanna Know?,B00MAZ7RAO,121000,trackFinished,A2825NDLA7WDZV,BR,false,B01LLW9E8E,272000,B00122BV7Q,
2020-11-30 00:20:31 UTC,Do I Wanna Know?,B00MAZ7RAO,151000,systemStop,A2825NDLA7WDZV,BR,false,B01LLW9E8E,272000,B00122BV7Q,
2020-11-30 00:17:53 UTC,All My Own Stunts,B073NNQBG3,3000,userStop,A2825NDLA7WDZV,BR,false,B08CB4G75D,232000,B00122BV7Q,
2020-11-30 00:17:53 UTC,Brianstorm,B073MQTBXG,0,userNext,A2825NDLA7WDZV,BR,false,B01N689KE6,172000,B00122BV7Q,
2020-11-30 00:17:53 UTC,The World's First Ever Monster Truck Front Flip [Explicit],B07BYNXND4,1000,userNext,A2825NDLA7WDZV,BR,false,B07XN4W9TG,180000,B00122BV7Q,
2020-11-30 00:17:53 UTC,The View From The Afternoon,B073MRQRD7,1000,userNext,A2825NDLA7WDZV,BR,false,B01LLVL7H6,222000,B00122BV7Q,
2020-11-30 00:17:53 UTC,Snap Out Of It,B00MAZ7ZHY,1000,userNext,A2825NDLA7WDZV,BR,false,B077ZYL1PG,193000,B00122BV7Q,
2020-11-30 00:17:53 UTC,Library Pictures,B073NP78JL,2000,userNext,A2825NDLA7WDZV,BR,false,B01MSJZ08R,142000,B00122BV7Q,
2020-11-30 00:17:53 UTC,Batphone,B07BYWSYZ1,256000,userNext,A2825NDLA7WDZV,BR,false,B07F8HHZ51,271000,B00122BV7Q,
2020-11-30 00:13:25 UTC,Too Much To Ask,B073MTTXC4,181000,userNext,A2825NDLA7WDZV,BR,false,B01N0EJXN7,183000,B00122BV7Q,
2020-11-30 00:10:05 UTC,Tous les garçons et les filles (Remastered),B00MQW2MIS,95000,userStop,A2825NDLA7WDZV,BR,false,B077W6M893,186000,B000SZI05E,
2020-11-30 00:09:06 UTC,Tous les garçons et les filles (Remastered),B00MQW2MIS,67000,lyricsScrub,A2825NDLA7WDZV,BR,false,B077W6M893,186000,B000SZI05E,
2020-11-30 00:07:48 UTC,Tous les garçons et les filles (Remastered),B00MQW2MIS,20000,userStop,A2825NDLA7WDZV,BR,false,B077W6M893,186000,B000SZI05E,
2020-11-30 00:06:55 UTC,J'ai Deux Amours,B073LTLXTN,173000,trackFinished,A2825NDLA7WDZV,BR,false,B07WZ2FYVJ,174000,B000QJYC86,
2020-11-29 19:45:18 UTC,Vous Qui Passez Sans Me Voir,B002LFEEF4,149000,userStop,A2825NDLA7WDZV,BR,false,B01LY4MERS,184000,B002LBY3MM,
2020-11-29 19:42:23 UTC,Vous Qui Passez Sans Me Voir,B002LFEEF4,2000,trackScrub,A2825NDLA7WDZV,BR,false,B01LY4MERS,184000,B002LBY3MM,
2020-11-29 19:42:23 UTC,Vous qui passez sans me voir,B004338GGU,17000,userStop,A2825NDLA7WDZV,BR,false,B078M3K9SG,199000,B000QJPGCW,
2020-11-29 19:42:23 UTC,Vous qui passez sans me voir,B004338GGU,2000,trackScrub,A2825NDLA7WDZV,BR,false,B078M3K9SG,199000,B000QJPGCW,
2020-11-29 19:42:23 UTC,"Vous, qui passez sans me voir",B00I5JSD3O,3000,trackScrub,A2825NDLA7WDZV,BR,false,B08K4JDVVC,225000,B000RW6BY0,
2020-11-29 19:42:23 UTC,"Vous, qui passez sans me voir",B00I5JSD3O,2000,userStop,A2825NDLA7WDZV,BR,false,B08K4JDVVC,225000,B000RW6BY0,
2020-11-29 19:41:29 UTC,Vous qui passez sans me voir,B0029E46OG,1000,userStop,A2825NDLA7WDZV,BR,false,B078FM3LTZ,201000,B000QJPGCW,
2020-11-29 19:41:29 UTC,Vous qui passez sans me voir,B0029E46OG,0,trackScrub,A2825NDLA7WDZV,BR,false,B078FM3LTZ,201000,B000QJPGCW,
2020-11-29 19:41:29 UTC,"Vous, qui passez sans me voir",B00I5JSD3O,1000,userPrev,A2825NDLA7WDZV,BR,false,B08K4JDVVC,225000,B000RW6BY0,
2020-11-29 19:41:29 UTC,Vous qui passez sans me voir,B0029E46OG,12000,userStop,A2825NDLA7WDZV,BR,false,B078FM3LTZ,201000,B000QJPGCW,
2020-11-29 19:41:29 UTC,Vous qui passez sans me voir,B0029E46OG,1000,trackScrub,A2825NDLA7WDZV,BR,false,B078FM3LTZ,201000,B000QJPGCW,
2020-11-29 19:41:29 UTC,Vous qui passez sans me voir,B00P2WJ6X8,25000,userStop,A2825NDLA7WDZV,BR,false,B00P2WJ6X8,187000,B001534BKQ,
2020-11-29 19:41:29 UTC,Vous qui passez sans me voir,B00P2WJ6X8,1000,trackScrub,A2825NDLA7WDZV,BR,false,B00P2WJ6X8,187000,B001534BKQ,
2020-11-29 19:41:29 UTC,Vois qui passez sans me voir,B00HEOC7ME,4000,userStop,A2825NDLA7WDZV,BR,false,B01LVUULC3,200000,B000QJPGCW,
2020-11-29 19:41:29 UTC,Vois qui passez sans me voir,B00HEOC7ME,2000,trackScrub,A2825NDLA7WDZV,BR,false,B01LVUULC3,200000,B000QJPGCW,
2020-11-29 19:41:29 UTC,Vois qui passez sans me voir,B01DDQNOO6,15000,userStop,A2825NDLA7WDZV,BR,false,B01LVUULC3,197000,B000QJPGCW,
2020-11-29 19:40:28 UTC,Vois qui passez sans me voir,B01DDQNOO6,7000,trackScrub,A2825NDLA7WDZV,BR,false,B01LVUULC3,197000,B000QJPGCW,
2020-11-29 19:40:28 UTC,Vous qui passez sans me voir (Remastered 2015),B012UF30FY,1000,userStop,A2825NDLA7WDZV,BR,false,B01MAUEZG5,167000,B000QJK2EO,
2020-11-29 19:40:28 UTC,Vous qui passez sans me voir (Remastered 2015),B012UF30FY,1000,trackScrub,A2825NDLA7WDZV,BR,false,B01MAUEZG5,167000,B000QJK2EO,
2020-11-29 19:40:28 UTC,Vous qui passez sans me voir (Remastered 2015),B012UF30FY,0,trackScrub,A2825NDLA7WDZV,BR,false,B01MAUEZG5,167000,B000QJK2EO,
2020-11-29 19:40:28 UTC,Vous qui passez sans me voir (Remastered 2015),B012UF30FY,1000,userPrev,A2825NDLA7WDZV,BR,false,B01MAUEZG5,167000,B000QJK2EO,
2020-11-29 19:40:28 UTC,Vous qui passez sans me voir (Remastered 2015),B012UF30FY,1000,trackScrub,A2825NDLA7WDZV,BR,false,B01MAUEZG5,167000,B000QJK2EO,
2020-11-29 19:40:28 UTC,Vous qui passez sans me (Passing by),B0081OC3KW,1000,userStop,A2825NDLA7WDZV,BR,false,B01MSNFL64,289000,B0050GQ490,
2020-11-29 19:40:28 UTC,Vous qui passez sans me (Passing by),B0081OC3KW,1000,trackScrub,A2825NDLA7WDZV,BR,false,B01MSNFL64,289000,B0050GQ490,
2020-11-29 19:40:28 UTC,Jardin d'hiver,B072FQ3G9H,99000,userStop,A2825NDLA7WDZV,BR,false,B01LW8D02H,178000,B000SXBKJE,
2020-11-29 19:38:28 UTC,Jardin D 'hiver,B001N4PUKW,4000,userStop,A2825NDLA7WDZV,BR,false,B001N4PUKW,263000,B001N29LP4,
2020-11-29 19:38:28 UTC,Jardin d'hiver (2012),B06ZYJG5CL,11000,userStop,A2825NDLA7WDZV,BR,false,B08BXDKGBP,258000,B000Q397EG,
2020-11-29 19:38:28 UTC,Jardin d'hiver (2012),B06ZYJG5CL,1000,trackScrub,A2825NDLA7WDZV,BR,false,B08BXDKGBP,258000,B000Q397EG,
2020-11-29 19:38:28 UTC,Jardin d'Hiver,B00HZJLF6M,2000,userStop,A2825NDLA7WDZV,BR,false,B01LWTIGR3,310000,B00189Z9V2,
2020-11-29 19:38:28 UTC,Jardin d'Hiver,B00HZJLF6M,1000,userStop,A2825NDLA7WDZV,BR,false,B01LWTIGR3,310000,B00189Z9V2,
2020-11-29 19:38:28 UTC,Jardin d'Hiver,B00HZJLF6M,1000,trackScrub,A2825NDLA7WDZV,BR,false,B01LWTIGR3,310000,B00189Z9V2,
2020-11-29 19:38:28 UTC,Jardin d'Hiver,B001KFQJAE,4000,userStop,A2825NDLA7WDZV,BR,false,B001KFQJAE,257000,B001GMJV3I,
2020-11-29 19:38:28 UTC,Jardin d'Hiver,B001KFQJAE,1000,trackScrub,A2825NDLA7WDZV,BR,false,B001KFQJAE,257000,B001GMJV3I,
2020-11-29 19:38:28 UTC,Jardin d'hiver,B00CC2NLI2,0,trackScrub,A2825NDLA7WDZV,BR,false,B00CC2NLI2,253000,B00CC2NW7W,
2020-11-29 19:38:28 UTC,Jardin d'hiver,B00CC2NLI2,4000,userStop,A2825NDLA7WDZV,BR,false,B00CC2NLI2,253000,B00CC2NW7W,
2020-11-29 19:38:28 UTC,Jardin d'hiver,B00CC2NLI2,1000,trackScrub,A2825NDLA7WDZV,BR,false,B00CC2NLI2,253000,B00CC2NW7W,
2020-11-29 19:38:28 UTC,Jardin d'hiver,B071LNYT9V,71000,userStop,A2825NDLA7WDZV,BR,false,B01LW8D02H,178000,B000SXBKJE,
2020-11-29 19:36:28 UTC,Jardin D'Hiver,B000S4L6EC,1000,trackScrub,A2825NDLA7WDZV,BR,false,B000S4L6EC,217000,B000S2BW8O,
2020-11-29 19:36:28 UTC,Jardin D'Hiver,B000S4L6EC,1000,userStop,A2825NDLA7WDZV,BR,false,B000S4L6EC,217000,B000S2BW8O,
2020-11-29 19:36:28 UTC,Jardin D'Hiver,B000S4L6EC,4000,trackScrub,A2825NDLA7WDZV,BR,false,B000S4L6EC,217000,B000S2BW8O,
2020-11-29 19:36:28 UTC,Quelqu'un m'a dit,B073QJJBTL,4000,lyricsScrub,A2825NDLA7WDZV,BR,false,B0846WSY4Q,168000,B000X6MBMG,
2020-11-29 19:36:28 UTC,Quelqu'un m'a dit,B073QJJBTL,37000,userStop,A2825NDLA7WDZV,BR,false,B0846WSY4Q,168000,B000X6MBMG,
2020-11-29 19:36:28 UTC,Quelqu'un m'a dit,B073QJJBTL,8000,userStop,A2825NDLA7WDZV,BR,false,B0846WSY4Q,168000,B000X6MBMG,
2020-11-29 19:35:28 UTC,Quelqu'un m'a dit,B073QJJBTL,21000,lyricsScrub,A2825NDLA7WDZV,BR,false,B0846WSY4Q,168000,B000X6MBMG,
2020-11-29 19:35:28 UTC,Quelqu'un m'a dit,B073QJJBTL,29000,userStop,A2825NDLA7WDZV,BR,false,B0846WSY4Q,168000,B000X6MBMG,
2020-11-29 19:34:47 UTC,Quelqu'un m'a dit,B073QJJBTL,30000,userStop,A2825NDLA7WDZV,BR,false,B0846WSY4Q,168000,B000X6MBMG,
2020-11-29 19:34:47 UTC,Quelqu'un m'a dit,B073QJJBTL,12000,lyricsScrub,A2825NDLA7WDZV,BR,false,B0846WSY4Q,168000,B000X6MBMG,
2020-11-29 19:34:47 UTC,Le plus beau du quartier,B073QKNYG9,180000,userStop,A2825NDLA7WDZV,BR,false,B01LLWF2XU,212000,B000X6MBMG,
2020-11-29 19:30:52 UTC,La Vie en rose,B073NF6PJY,170000,userStop,A2825NDLA7WDZV,BR,false,B077WC9MLD,187000,B0011Y8EZW,
2020-11-29 19:28:02 UTC,La belle vie,B00QTCVZ1G,105000,userStop,A2825NDLA7WDZV,BR,true,B08BXCSDNN,123000,B000QJTQ0U,
2020-11-29 19:26:11 UTC,Tous les garçons et les filles (Remastered),B00MQW2MIS,169000,userNext,A2825NDLA7WDZV,BR,true,B077W6M893,186000,B000SZI05E,
2020-11-29 19:23:31 UTC,Tous les garçons et les filles (Remastered),B00MQW2MIS,13000,userStop,A2825NDLA7WDZV,BR,true,B077W6M893,186000,B000SZI05E,
2020-11-29 19:23:31 UTC,J'ai Deux Amours,B073LTLXTN,42000,userNext,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-11-29 19:22:31 UTC,J'ai Deux Amours,B073LTLXTN,98000,lyricsScrub,A2825NDLA7WDZV,BR,true,B07WZ2FYVJ,174000,B000QJYC86,
2020-11-29 19:20:33 UTC,Crying Lightning,B073N1YC8F,215000,userStop,A2825NDLA7WDZV,BR,true,B01LVZU2B1,224000,B00122BV7Q,
2020-11-29 19:17:18 UTC,Why'd You Only Call Me When You're High?,B00MAZ7YQQ,161000,userNext,A2825NDLA7WDZV,BR,true,B01LLW7XQ4,161000,B00122BV7Q,
2020-11-29 19:14:36 UTC,Potion Approaching,B073MR7CMT,212000,trackFinished,A2825NDLA7WDZV,BR,true,B01NA6F8U5,212000,B00122BV7Q,
2020-11-29 19:10:36 UTC,Mardy Bum,B073MT4LHF,18000,userStop,A2825NDLA7WDZV,BR,false,B01NA6I50H,175000,B00122BV7Q,
2020-11-29 19:10:36 UTC,Dancing Shoes,B073MSRTHX,141000,trackFinished,A2825NDLA7WDZV,BR,false,B01N2GYXLO,141000,B00122BV7Q,
2020-11-29 19:08:25 UTC,Knee Socks,B00MAZ808C,236000,userStop,A2825NDLA7WDZV,BR,false,B078G79JQB,257000,B00122BV7Q,
2020-11-29 19:04:31 UTC,Piledriver Waltz,B073NR84XW,198000,userStop,A2825NDLA7WDZV,BR,false,B01MTQ78TQ,203000,B00122BV7Q,
2020-11-29 19:00:54 UTC,All My Own Stunts,B073NNQBG3,4000,userStop,A2825NDLA7WDZV,BR,false,B08CB4G75D,232000,B00122BV7Q,
2020-11-29 19:00:54 UTC,Brianstorm,B073MQTBXG,1000,userNext,A2825NDLA7WDZV,BR,false,B01N689KE6,172000,B00122BV7Q,
2020-11-29 19:00:54 UTC,The World's First Ever Monster Truck Front Flip [Explicit],B07BYNXND4,1000,userNext,A2825NDLA7WDZV,BR,false,B07XN4W9TG,180000,B00122BV7Q,
2020-11-29 19:00:54 UTC,The View From The Afternoon,B073MRQRD7,198000,userNext,A2825NDLA7WDZV,BR,false,B01LLVL7H6,222000,B00122BV7Q,
2020-11-29 18:57:16 UTC,Snap Out Of It,B00MAZ7ZHY,189000,userNext,A2825NDLA7WDZV,BR,false,B077ZYL1PG,193000,B00122BV7Q,
2020-11-29 18:54:16 UTC,Library Pictures,B073NP78JL,1000,userNext,A2825NDLA7WDZV,BR,false,B01MSJZ08R,142000,B00122BV7Q,
2020-11-29 18:54:16 UTC,Batphone,B07BYWSYZ1,1000,userNext,A2825NDLA7WDZV,BR,false,B07F8HHZ51,271000,B00122BV7Q,
2020-11-29 18:54:16 UTC,Too Much To Ask,B073MTTXC4,156000,userNext,A2825NDLA7WDZV,BR,false,B01N0EJXN7,183000,B00122BV7Q,
2020-11-29 18:51:27 UTC,Batphone,B07BYWSYZ1,2000,userPrev,A2825NDLA7WDZV,BR,false,B07F8HHZ51,271000,B00122BV7Q,
2020-11-29 18:51:27 UTC,Too Much To Ask,B073MTTXC4,177000,userNext,A2825NDLA7WDZV,BR,false,B01N0EJXN7,183000,B00122BV7Q,
2020-11-29 18:48:21 UTC,Tranquility Base Hotel & Casino [Explicit],B07CBJ4SBX,7000,userStop,A2825NDLA7WDZV,BR,false,B07F8DN3SK,212000,B00122BV7Q,
2020-11-29 18:48:21 UTC,Potion Approaching,B073MR7CMT,212000,trackFinished,A2825NDLA7WDZV,BR,false,B01NA6F8U5,212000,B00122BV7Q,
2020-11-29 18:45:10 UTC,Fire And The Thud,B073MPWSVX,2000,userNext,A2825NDLA7WDZV,BR,false,B01MYO459L,237000,B00122BV7Q,
2020-11-29 18:45:10 UTC,Dangerous Animals,B073MRCZTP,1000,userNext,A2825NDLA7WDZV,BR,false,B01MXM00OP,210000,B00122BV7Q,
2020-11-29 18:45:10 UTC,Pretty Visitors,B073MSXQ19,118000,userNext,A2825NDLA7WDZV,BR,false,B01N1FZ3HW,220000,B00122BV7Q,
2020-11-29 18:43:10 UTC,Pretty Visitors,B073MSXQ19,85000,userStop,A2825NDLA7WDZV,BR,false,B01N1FZ3HW,220000,B00122BV7Q,
2020-11-29 18:41:10 UTC,Fake Tales Of San Francisco,B073MRKP5J,14000,userStop,A2825NDLA7WDZV,BR,false,B01MQJPUMU,177000,B00122BV7Q,
2020-11-29 18:41:10 UTC,Fake Tales Of San Francisco,B073MRKP5J,57000,trackScrub,A2825NDLA7WDZV,BR,false,B01MQJPUMU,177000,B00122BV7Q,
2020-11-29 18:41:10 UTC,Fake Tales Of San Francisco,B073MRKP5J,15000,userStop,A2825NDLA7WDZV,BR,false,B01MQJPUMU,177000,B00122BV7Q,
2020-11-29 18:41:10 UTC,Fake Tales Of San Francisco,B073MRKP5J,1000,trackScrub,A2825NDLA7WDZV,BR,false,B01MQJPUMU,177000,B00122BV7Q,
2020-11-29 18:38:47 UTC,Fake Tales Of San Francisco,B073MRKP5J,97000,userStop,A2825NDLA7WDZV,BR,false,B01MQJPUMU,177000,B00122BV7Q,
2020-11-29 18:37:53 UTC,Dancing Shoes,B073MSRTHX,0,userPrev,A2825NDLA7WDZV,BR,false,B01N2GYXLO,141000,B00122BV7Q,
2020-11-29 18:37:53 UTC,Fake Tales Of San Francisco,B073MRKP5J,12000,userNext,A2825NDLA7WDZV,BR,false,B01MQJPUMU,177000,B00122BV7Q,
2020-11-17 11:29:57 UTC,Too Much To Ask,B073MTTXC4,95000,trackFinished,A2825NDLA7WDZV,BR,true,B01N0EJXN7,183000,B00122BV7Q,
2020-11-11 15:13:39 UTC,Too Much To Ask,B073MTTXC4,2000,trackScrub,A2825NDLA7WDZV,BR,true,B01N0EJXN7,183000,B00122BV7Q,
2020-11-11 15:13:39 UTC,Batphone,B07BYWSYZ1,121000,userStop,A2825NDLA7WDZV,BR,true,B07F8HHZ51,271000,B00122BV7Q,
2020-11-11 15:11:48 UTC,Batphone,B07BYWSYZ1,195918000,trackScrub,A2825NDLA7WDZV,BR,true,B07F8HHZ51,271000,B00122BV7Q,
2020-11-11 15:09:01 UTC,Batphone,B07BYWSYZ1,113000,userStop,A2825NDLA7WDZV,BR,true,B07F8HHZ51,271000,B00122BV7Q,
2020-11-11 15:04:24 UTC,Mardy Bum,B073MT4LHF,168000,userNext,A2825NDLA7WDZV,BR,true,B01NA6I50H,175000,B00122BV7Q,
2020-11-11 15:00:55 UTC,Fake Tales Of San Francisco,B073MRKP5J,177000,trackFinished,A2825NDLA7WDZV,BR,true,B01MQJPUMU,177000,B00122BV7Q,
2020-11-11 14:57:55 UTC,My Propeller,B073N1K3VY,205000,trackFinished,A2825NDLA7WDZV,BR,true,B01LLZLR04,205000,B00122BV7Q,
2020-11-11 14:54:56 UTC,Dancing Shoes,B073MSRTHX,141000,trackFinished,A2825NDLA7WDZV,BR,true,B01N2GYXLO,141000,B00122BV7Q,
2020-11-11 14:52:03 UTC,Do Me a Favour,B073N221Z3,197000,userStop,A2825NDLA7WDZV,BR,true,B01MXQ14JH,209000,B00122BV7Q,
2020-11-11 14:48:58 UTC,Do Me a Favour,B073N221Z3,9000,userStop,A2825NDLA7WDZV,BR,true,B01MXQ14JH,209000,B00122BV7Q,
2020-11-11 14:48:58 UTC,Crying Lightning,B073N1YC8F,215000,userStop,A2825NDLA7WDZV,BR,true,B01LVZU2B1,224000,B00122BV7Q,
2020-11-11 14:44:30 UTC,Arabella,B00MAZ7TW0,205000,userStop,A2825NDLA7WDZV,BR,true,B077ZYJFD4,207000,B00122BV7Q,
2020-11-11 14:41:51 UTC,The View From The Afternoon,B073MRQRD7,222000,trackFinished,A2825NDLA7WDZV,BR,true,B01LLVL7H6,222000,B00122BV7Q,
2020-11-11 14:37:51 UTC,From The Ritz To The Rubble,B073MRVYKH,128000,userNext,A2825NDLA7WDZV,BR,true,B01NA6D6J7,193000,B00122BV7Q,
2020-11-11 14:35:08 UTC,From The Ritz To The Rubble,B073MRVYKH,1000,trackScrub,A2825NDLA7WDZV,BR,true,B01NA6D6J7,193000,B00122BV7Q,
2020-11-11 14:35:08 UTC,From The Ritz To The Rubble,B073MRVYKH,126000,trackScrub,A2825NDLA7WDZV,BR,true,B01NA6D6J7,193000,B00122BV7Q,
2020-11-11 14:33:06 UTC,Do I Wanna Know?,B00MAZ7RAO,272000,trackFinished,A2825NDLA7WDZV,BR,true,B01LLW9E8E,272000,B00122BV7Q,
2020-11-11 14:29:06 UTC,Piledriver Waltz,B073NR84XW,203000,trackFinished,A2825NDLA7WDZV,BR,true,B01MTQ78TQ,203000,B00122BV7Q,
2020-11-11 14:25:06 UTC,When The Sun Goes Down,B073MTD4TV,202000,trackFinished,A2825NDLA7WDZV,BR,true,B01LLUVXEE,202000,B00122BV7Q,
2020-11-11 14:22:06 UTC,Secret Door,B073MSLT1S,223000,trackFinished,A2825NDLA7WDZV,BR,true,B01MRL4SA3,223000,B00122BV7Q,
2020-11-11 14:18:06 UTC,I Wanna Be Yours,B00MAZ814K,183000,trackFinished,A2825NDLA7WDZV,BR,true,B01N5AQYXE,184000,B00122BV7Q,
2020-11-11 14:15:09 UTC,Why'd You Only Call Me When You're High?,B00MAZ7YQQ,161000,trackFinished,A2825NDLA7WDZV,BR,true,B01LLW7XQ4,161000,B00122BV7Q,
